path,relative_path,category,file_size,file_size_human,compressed_size,extension
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/down_button.png,resourcepacks,357,357 B,367,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/enter_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/enter_key.png,resourcepacks,774,774 B,725,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_stick_pressed_right.png,resourcepacks,4546,4.44 KB,2007,.png
overrides/resourcepacks/Fixed Chest Models/pack.png,resourcepacks/Fixed Chest Models/pack.png,resourcepacks,5172,5.05 KB,4945,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/e_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/e_key_pressed.png,resourcepacks,774,774 B,728,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f2_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f2_key_pressed.png,resourcepacks,403,403 B,413,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/left_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/left_stick_pressed_right.png,resourcepacks,392,392 B,402,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/back_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/back_button_pressed.png,resourcepacks,242,242 B,251,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_stick_button.png,resourcepacks,694,694 B,704,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_trigger_pressed.png,resourcepacks,273,273 B,282,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/steampunk/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/steampunk/icon.png,global_packs,2829,2.76 KB,2839,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/tab_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/tab_key.png,resourcepacks,399,399 B,409,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/v_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/v_key.png,resourcepacks,329,329 B,339,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/right_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/right_bumper.png,resourcepacks,269,269 B,279,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_button.png,resourcepacks,315,315 B,323,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/up_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/up_button.png,resourcepacks,317,317 B,327,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/modrinth.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/modrinth.png,global_packs,27301,26.66 KB,21613,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/backspace_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/backspace_key.png,resourcepacks,379,379 B,389,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/m_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/m_key_pressed.png,resourcepacks,324,324 B,334,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/right_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/right_stick_button.png,resourcepacks,326,326 B,336,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/right_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/right_stick_button.png,resourcepacks,570,570 B,580,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/dpad_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/dpad_right.png,resourcepacks,284,284 B,293,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/right_trigger.png,resourcepacks,296,296 B,306,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/esc_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/esc_key_pressed.png,resourcepacks,808,808 B,770,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/guide_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/guide_button.png,resourcepacks,373,373 B,383,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/dpad_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/dpad_down.png,resourcepacks,250,250 B,260,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/p_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/p_key_pressed.png,resourcepacks,385,385 B,395,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_bumper.png,resourcepacks,259,259 B,269,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/dpad_left.png,resourcepacks,526,526 B,536,.png
overrides/config/modpack_defaults/config/modernfix-mixins.properties,config/modpack_defaults/config/modernfix-mixins.properties,config,3748,3.66 KB,1098,.properties
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/up_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/up_key_pressed.png,resourcepacks,326,326 B,336,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/dpad_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/dpad_down.png,resourcepacks,4342,4.24 KB,1797,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/m_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/m_key.png,resourcepacks,331,331 B,341,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/z_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/z_key_pressed.png,resourcepacks,781,781 B,736,.png
overrides/config/modpack_defaults/resource_albums/pattern.json,config/modpack_defaults/resource_albums/pattern.json,config,477,477 B,228,.json
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/chinese/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/chinese/icon.png,global_packs,190,190 B,200,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/playstation_5_hd.json,resourcepacks/Tooltips Enhanced/assets/legacy/font/playstation_5_hd.json,resourcepacks,10283,10.04 KB,519,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/equals_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/equals_key_pressed.png,resourcepacks,305,305 B,315,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_stick_button_pressed.png,resourcepacks,309,309 B,319,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/left_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/left_bumper.png,resourcepacks,472,472 B,482,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/left_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/left_stick_pressed_right.png,resourcepacks,321,321 B,331,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_stick_button.png,resourcepacks,322,322 B,332,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/right_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/right_bumper.png,resourcepacks,301,301 B,311,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/left_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/left_bumper_pressed.png,resourcepacks,412,412 B,422,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/dpad_right_pressed.png,resourcepacks,293,293 B,303,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_button_pressed.png,resourcepacks,4400,4.30 KB,1856,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_trigger.png,resourcepacks,4377,4.27 KB,1826,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_key_pressed.png,resourcepacks,392,392 B,402,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/delete_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/delete_key.png,resourcepacks,330,330 B,340,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/left_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/left_bumper.png,resourcepacks,310,310 B,320,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/right_trigger.png,resourcepacks,329,329 B,336,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_stick_button_pressed.png,resourcepacks,321,321 B,331,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/defaultwide/skinpacks/1/widenoor.cpmmodel,global_packs/required_resources/rcr-neoforge/assets/defaultwide/skinpacks/1/widenoor.cpmmodel,global_packs,9570,9.35 KB,8135,.cpmmodel
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/left_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/left_stick_button_pressed.png,resourcepacks,325,325 B,335,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_stick_button.png,resourcepacks,341,341 B,351,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/back_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/back_button.png,resourcepacks,222,222 B,230,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_stick_button.png,resourcepacks,4460,4.36 KB,1925,.png
overrides/resourcepacks/Clean World Loading/assets/legacy/lang/ca_es.json,resourcepacks/Clean World Loading/assets/legacy/lang/ca_es.json,resourcepacks,100,100 B,75,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f8_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f8_key.png,resourcepacks,319,319 B,329,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/grave_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/grave_key.png,resourcepacks,289,289 B,299,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/slash_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/slash_key_pressed.png,resourcepacks,521,521 B,531,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/tab_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/tab_key_pressed.png,resourcepacks,777,777 B,740,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f4_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f4_key.png,resourcepacks,337,337 B,347,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/o_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/o_key.png,resourcepacks,381,381 B,391,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/left_button.png,resourcepacks,257,257 B,267,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/right_trigger.png,resourcepacks,370,370 B,380,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/left_stick.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/left_stick.png,resourcepacks,403,403 B,413,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f_key_pressed.png,resourcepacks,317,317 B,327,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/end_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/end_key.png,resourcepacks,765,765 B,719,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_stick_pressed_left.png,resourcepacks,263,263 B,272,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/dpad_up.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/dpad_up.png,resourcepacks,525,525 B,535,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/down_button.png,resourcepacks,4405,4.30 KB,1863,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/sackboy/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/sackboy/comparison.png,global_packs,80611,78.72 KB,80641,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f11_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f11_key.png,resourcepacks,759,759 B,719,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f11_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f11_key_pressed.png,resourcepacks,774,774 B,730,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/right_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/right_stick_button_pressed.png,resourcepacks,481,481 B,491,.png
